"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 05 15:23:33 GMT 2025","Fri Sep 05 15:23:41 GMT 2025","7857","tests.web.client","test_smoke_home","TestHomeSmoke","","","Homepage Smoke Test - Logo and Heading",""
"passed","Fri Sep 05 15:21:31 GMT 2025","Fri Sep 05 15:21:33 GMT 2025","2164","tests.web.admin.login_portal","test_login_portal","TestLogin","","","Login form validation - invalid email format","Verify form validation when using invalid email format"
"passed","Fri Sep 05 15:20:38 GMT 2025","Fri Sep 05 15:20:38 GMT 2025","258","tests.api","test_reqres_api","TestReqresAPI","","","Create user",""
"passed","Fri Sep 05 15:21:35 GMT 2025","Fri Sep 05 15:21:38 GMT 2025","3094","tests.web.admin.login_portal","test_login_portal","TestLogin","","","Login with invalid credentials","User attempts login with incorrect email or password"
"passed","Fri Sep 05 15:20:39 GMT 2025","Fri Sep 05 15:20:39 GMT 2025","268","tests.api","test_reqres_api","TestReqresAPI","","","User login",""
"passed","Fri Sep 05 15:20:32 GMT 2025","Fri Sep 05 15:20:35 GMT 2025","2278","tests.api","test_noovo_api","TestNoovoAPI","","","Get noovo list validation",""
"passed","Fri Sep 05 15:22:24 GMT 2025","Fri Sep 05 15:22:25 GMT 2025","1514","tests.web.client","test_home_contact_form","TestContactForm","","","Contact Form Validation Invalid handler",""
"passed","Fri Sep 05 15:20:35 GMT 2025","Fri Sep 05 15:20:36 GMT 2025","866","tests.api","test_noovo_api","TestNoovoAPI","","","Get nonexistent item error handling",""
"passed","Fri Sep 05 15:22:07 GMT 2025","Fri Sep 05 15:22:07 GMT 2025","66","tests.web.client","test_home_contact_form","TestContactForm","","","Contact Form Validation Invalid handler",""
"passed","Fri Sep 05 15:20:32 GMT 2025","Fri Sep 05 15:20:34 GMT 2025","1362","tests.api","test_noovo_api","TestNoovoAPI","","","Noovo coordinate validation",""
"passed","Fri Sep 05 15:22:33 GMT 2025","Fri Sep 05 15:22:34 GMT 2025","1542","tests.web.client","test_home_contact_form","TestContactForm","","","Contact Form Validation Invalid handler",""
"passed","Fri Sep 05 15:21:59 GMT 2025","Fri Sep 05 15:22:01 GMT 2025","1510","tests.web.client","test_home_contact_form","TestContactForm","","","Contact Form Validation Invalid handler",""
"passed","Fri Sep 05 15:22:48 GMT 2025","Fri Sep 05 15:22:49 GMT 2025","39","tests.web.client","test_home_page","TestHomepage","","","Homepage Header validation",""
"passed","Fri Sep 05 15:20:38 GMT 2025","Fri Sep 05 15:20:38 GMT 2025","126","tests.api","test_reqres_api","TestReqresAPI","","","Get resources list",""
"passed","Fri Sep 05 15:20:37 GMT 2025","Fri Sep 05 15:20:37 GMT 2025","176","tests.api","test_reqres_api","TestReqresAPI","","","Get users list",""
"passed","Fri Sep 05 15:23:01 GMT 2025","Fri Sep 05 15:23:02 GMT 2025","1643","tests.web.client","test_home_footer","TestFooter","","","Validate Footer Links Navigation ",""
"passed","Fri Sep 05 15:21:58 GMT 2025","Fri Sep 05 15:21:59 GMT 2025","1527","tests.web.client","test_home_contact_form","TestContactForm","","","Contact Form - Successful Submission",""
"passed","Fri Sep 05 15:23:47 GMT 2025","Fri Sep 05 15:23:48 GMT 2025","1154","tests.web.client","test_smoke_home","TestHomeSmoke","","","Homepage Mobile Banner validation",""
"passed","Fri Sep 05 15:20:39 GMT 2025","Fri Sep 05 15:20:39 GMT 2025","256","tests.api","test_reqres_api","TestReqresAPI","","","User registration",""
"passed","Fri Sep 05 15:21:34 GMT 2025","Fri Sep 05 15:21:34 GMT 2025","420","tests.web.admin.login_portal","test_login_portal","TestLogin","","","Login page refresh clears inputs","Verify that refreshing the login page clears all inputs"
"passed","Fri Sep 05 15:22:15 GMT 2025","Fri Sep 05 15:22:16 GMT 2025","1502","tests.web.client","test_home_contact_form","TestContactForm","","","Contact Form Validation Invalid handler",""
"failed","Fri Sep 05 15:24:29 GMT 2025","Fri Sep 05 15:24:34 GMT 2025","5584","tests.web.client","test_smoke_home","TestHomeSmoke","","","Homepage Mobile Banner validation",""
"passed","Fri Sep 05 15:20:38 GMT 2025","Fri Sep 05 15:20:38 GMT 2025","170","tests.api","test_reqres_api","TestReqresAPI","","","Update user",""
"passed","Fri Sep 05 15:22:24 GMT 2025","Fri Sep 05 15:22:26 GMT 2025","1683","tests.web.client","test_home_footer","TestFooter","","","Validate Footer Links Navigation ",""
"passed","Fri Sep 05 15:20:36 GMT 2025","Fri Sep 05 15:20:37 GMT 2025","1366","tests.api","test_noovo_api","TestNoovoAPI","","","All noovo structure validation",""
"passed","Fri Sep 05 15:22:06 GMT 2025","Fri Sep 05 15:22:08 GMT 2025","1518","tests.web.client","test_home_contact_form","TestContactForm","","","Contact Form - Successful Submission",""
"passed","Fri Sep 05 15:21:49 GMT 2025","Fri Sep 05 15:21:51 GMT 2025","1510","tests.web.client","test_home_contact_form","TestContactForm","","","Contact Form Validation Invalid handler",""
"passed","Fri Sep 05 15:23:24 GMT 2025","Fri Sep 05 15:23:24 GMT 2025","54","tests.web.client","test_home_page","TestHomepage","","","Homepage Footer validation",""
"failed","Fri Sep 05 15:24:03 GMT 2025","Fri Sep 05 15:24:08 GMT 2025","5518","tests.web.client","test_smoke_home","TestHomeSmoke","","","Homepage Mobile Banner validation",""
"passed","Fri Sep 05 15:21:43 GMT 2025","Fri Sep 05 15:21:43 GMT 2025","96","tests.web.client","test_home_contact_form","TestContactForm","","","Contact Form Validation Invalid handler",""
"passed","Fri Sep 05 15:22:33 GMT 2025","Fri Sep 05 15:22:34 GMT 2025","1702","tests.web.client","test_home_footer","TestFooter","","","Validate Footer Links Navigation ",""
"passed","Fri Sep 05 15:23:25 GMT 2025","Fri Sep 05 15:23:25 GMT 2025","63","tests.web.client","test_home_page","TestHomepage","","","Homepage Footer validation",""
"passed","Fri Sep 05 15:20:34 GMT 2025","Fri Sep 05 15:20:35 GMT 2025","1307","tests.api","test_noovo_api","TestNoovoAPI","","","API response time validation",""
"passed","Fri Sep 05 15:20:37 GMT 2025","Fri Sep 05 15:20:38 GMT 2025","127","tests.api","test_reqres_api","TestReqresAPI","","","Get single user",""
"passed","Fri Sep 05 15:23:03 GMT 2025","Fri Sep 05 15:23:03 GMT 2025","33","tests.web.client","test_home_page","TestHomepage","","","Homepage Mobile Banner validation",""
"passed","Fri Sep 05 15:21:44 GMT 2025","Fri Sep 05 15:21:44 GMT 2025","214","tests.web.admin.login_portal","test_login_portal","TestLogin","","","Login form validation - empty fields","Verify form validation when submitting with empty fields"
"passed","Fri Sep 05 15:23:11 GMT 2025","Fri Sep 05 15:23:11 GMT 2025","73","tests.web.client","test_home_page","TestHomepage","","","Homepage Banner Steps validation",""
"passed","Fri Sep 05 15:23:18 GMT 2025","Fri Sep 05 15:23:18 GMT 2025","88","tests.web.client","test_home_page","TestHomepage","","","Homepage Contact Banner validation",""
"passed","Fri Sep 05 15:23:18 GMT 2025","Fri Sep 05 15:23:18 GMT 2025","94","tests.web.client","test_home_page","TestHomepage","","","Homepage Contact Banner validation",""
"passed","Fri Sep 05 15:21:31 GMT 2025","Fri Sep 05 15:21:34 GMT 2025","3197","tests.web.admin.login_portal","test_login_portal","TestLogin","","","Successful login without 2FA","User logs in with valid credentials and no 2FA"
"passed","Fri Sep 05 15:20:38 GMT 2025","Fri Sep 05 15:20:38 GMT 2025","274","tests.api","test_reqres_api","TestReqresAPI","","","Delete user",""
"passed","Fri Sep 05 15:22:41 GMT 2025","Fri Sep 05 15:22:42 GMT 2025","47","tests.web.client","test_home_page","TestHomepage","","","Homepage Header validation",""
"skipped","Fri Sep 05 15:21:34 GMT 2025","Fri Sep 05 15:21:34 GMT 2025","0","tests.web.admin.login_portal","test_login_portal","TestLogin","","","Successful login with 2FA","User logs in with valid credentials and valid 2FA code"
"passed","Fri Sep 05 15:22:15 GMT 2025","Fri Sep 05 15:22:17 GMT 2025","1689","tests.web.client","test_home_footer","TestFooter","","","Validate Footer Links Navigation ",""
"passed","Fri Sep 05 15:21:35 GMT 2025","Fri Sep 05 15:21:36 GMT 2025","801","tests.web.admin.login_portal","test_session_persistence","TestSessionPersistence","","","Direct Access to Profile Page with Auth Cookie","Verify profile page can be accessed directly with authentication cookies"
"passed","Fri Sep 05 15:22:42 GMT 2025","Fri Sep 05 15:22:44 GMT 2025","1659","tests.web.client","test_home_footer","TestFooter","","","Validate Footer Links Navigation ",""
"passed","Fri Sep 05 15:20:39 GMT 2025","Fri Sep 05 15:20:39 GMT 2025","112","tests.api","test_reqres_api","TestReqresAPI","","","Get single resource",""
"passed","Fri Sep 05 15:21:39 GMT 2025","Fri Sep 05 15:21:43 GMT 2025","3182","tests.web.admin.login_portal","test_login_portal","TestLogin","","","Login with invalid 2FA code","User attempts login with correct email/password but incorrect 2FA code"
"passed","Fri Sep 05 15:22:51 GMT 2025","Fri Sep 05 15:22:53 GMT 2025","1655","tests.web.client","test_home_footer","TestFooter","","","Validate Footer Links Navigation ",""
"passed","Fri Sep 05 15:23:31 GMT 2025","Fri Sep 05 15:23:39 GMT 2025","7847","tests.web.client","test_smoke_home","TestHomeSmoke","","","Homepage Smoke Test - Logo and Heading",""
