"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 01 22:09:01 GMT 2025","Mon Sep 01 22:09:06 GMT 2025","4793","tests.web.smoke","test_smoke_home","","","","Contact form shows required errors when empty",""
"passed","Mon Sep 01 22:08:33 GMT 2025","Mon Sep 01 22:08:33 GMT 2025","0","tests.web.mobile","test_mobile_home","","","","test_mobile_home_placeholder","Placeholder test for mobile web flows."
"passed","Mon Sep 01 22:09:06 GMT 2025","Mon Sep 01 22:09:11 GMT 2025","5123","tests.web.smoke","test_smoke_home","","","","Contact form validates email format",""
"broken","Mon Sep 01 22:08:55 GMT 2025","Mon Sep 01 22:09:00 GMT 2025","5095","tests.web.smoke","test_smoke_home","","","","Language toggle switches to Indonesian path",""
"passed","Mon Sep 01 22:05:56 GMT 2025","Mon Sep 01 22:05:56 GMT 2025","271","tests.api","test_boxes_scheme_param","","","","test_schema_all_items",""
"passed","Mon Sep 01 22:08:35 GMT 2025","Mon Sep 01 22:08:38 GMT 2025","3479","tests.web.smoke","test_smoke_home","","","","Homepage shows logo and hero heading",""
"passed","Mon Sep 01 22:05:55 GMT 2025","Mon Sep 01 22:05:56 GMT 2025","271","tests.api","test_boxes_contract","","","","test_boxes_contract_minimal",""
"passed","Mon Sep 01 22:05:54 GMT 2025","Mon Sep 01 22:05:55 GMT 2025","1393","tests.api","test_boxes","","","","GET /open_api/boxes returns list and minimal shape",""
"passed","Mon Sep 01 22:05:56 GMT 2025","Mon Sep 01 22:05:56 GMT 2025","223","tests.api","test_boxes_negative","","","","test_invalid_path_returns_non_200",""
