"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 05 07:34:35 GMT 2025","Fri Sep 05 07:34:35 GMT 2025","324","tests.api","test_reqres_api","TestReqresAPI","","","User login",""
"passed","Fri Sep 05 07:37:00 GMT 2025","Fri Sep 05 07:37:01 GMT 2025","245","tests.web.client.smoke","test_smoke_home","TestHomeSmoke","","","Homepage Mobile Banner validation",""
"passed","Fri Sep 05 07:38:48 GMT 2025","Fri Sep 05 07:38:48 GMT 2025","99","tests.web.client","test_home_page","TestHomepage","","","Homepage Contact Banner validation",""
"passed","Fri Sep 05 07:34:34 GMT 2025","Fri Sep 05 07:34:35 GMT 2025","339","tests.api","test_reqres_api","TestReqresAPI","","","Get single resource",""
"passed","Fri Sep 05 07:36:48 GMT 2025","Fri Sep 05 07:36:50 GMT 2025","1613","tests.web.client","test_home_contact_form","TestContactForm","","","Contact Form Validation Invalid handler",""
"passed","Fri Sep 05 07:36:33 GMT 2025","Fri Sep 05 07:36:41 GMT 2025","7371","tests.web.client.smoke","test_smoke_home","TestHomeSmoke","","","Homepage Smoke Test - Logo and Heading",""
"passed","Fri Sep 05 07:37:14 GMT 2025","Fri Sep 05 07:37:15 GMT 2025","1513","tests.web.client","test_home_contact_form","TestContactForm","","","Contact Form Validation Invalid handler",""
"passed","Fri Sep 05 07:34:33 GMT 2025","Fri Sep 05 07:34:33 GMT 2025","219","tests.api","test_reqres_api","TestReqresAPI","","","Update user",""
"passed","Fri Sep 05 07:37:50 GMT 2025","Fri Sep 05 07:37:52 GMT 2025","1776","tests.web.client","test_home_footer","TestFooter","","","Validate Footer Links Navigation ",""
"passed","Fri Sep 05 07:38:42 GMT 2025","Fri Sep 05 07:38:42 GMT 2025","107","tests.web.client","test_home_page","TestHomepage","","","Homepage Contact Banner validation",""
"passed","Fri Sep 05 07:38:49 GMT 2025","Fri Sep 05 07:38:49 GMT 2025","68","tests.web.client","test_home_page","TestHomepage","","","Homepage Footer validation",""
"passed","Fri Sep 05 07:37:35 GMT 2025","Fri Sep 05 07:37:35 GMT 2025","154","tests.web.client","test_home_contact_form","TestContactForm","","","Contact Form Validation Invalid handler",""
"passed","Fri Sep 05 07:34:31 GMT 2025","Fri Sep 05 07:34:31 GMT 2025","153","tests.api","test_reqres_api","TestReqresAPI","","","Get users list",""
"failed","Fri Sep 05 07:36:48 GMT 2025","Fri Sep 05 07:36:53 GMT 2025","5557","tests.web.client.smoke","test_smoke_home","TestHomeSmoke","","","Homepage Mobile Banner validation",""
